author,text,likes,time,label
@YounLife,"Perizinannya diberikan di jawa, objek perizinanannya di sumatera, penerimaan negaranya digunakan untuk pembangunan yang cenderung berfokus di jawa, dampaknya hanya ditanggung warga sumatera!",6,2 bulan yang lalu,1
@dafissaputra,"bang aku mau mintak tolong sama mu bang kalau kamu yang bicara pasti akan terdengar sama mereka yang di pemerintahan pusat mauapun daerah,ini hutan kita di sumatera kan sudah kadung di babat bang dan untuk pemulihannya membutuhkan waktu bertahun tahun bahkan umur kita gak cukup untuk itu,itupun kalau memang mau di pulihkan,jadi gini bang apa yang harus di tata dan di benahi supaya kita siap kalau di lain waktu bencana seperti ini terjadi lagi,tolong bang buatkan vidio edukasi terutama untuk pemerintahan pusat maupun daerah bagaimana caranya suatu daerah ( nagari ) itu siiap dalam menghadapii suatu bencana,jadi ketika ada bencana seperti ini lagi kuda kuda sebuah daerah ( nagari ) ataupun kota itu sudah siiap bang untuk mengantisipasii bencana itu sendiri 🙏🏽",0,2 bulan yang lalu,2
@HilmahHikmah-l3d,"Nih hentikan deforestasi jangan sawit sawit mulu hutan jadi gundul, ini udah banyak solusi nyatanya tinggal pemerintah mau buka hati dan otaknya nggak, bahkan dulu udah disinggung oleh artis holywood horison kpd zulhas yang cuma ketawa ketiwi sakit anjirrr tuh orang.",0,2 bulan yang lalu,1
@yasminazatilisma9953,Helo pemerintah? Ini apa gak malu sama bang frry? Udah identifikasi kasus dan ngeringkes solusi? Kerjanya cuman copas ide rakyattttt kemanaaa pula kalian semua?,0,2 bulan yang lalu,2
@hadi432,Yang ngurus Negara Indonesia ini emang ngak becus sejak 10 tahun lalu.. akhirnya rusak di saat ini.,0,2 bulan yang lalu,0
@nitarahma9192,"Jujur pemerintah sekarang kok sedikit yang pinter2, jabatan ngga sesuai sma kelulusan 🥲",0,2 bulan yang lalu,1
@nazarfadillah,"Sampai hari ini di Aceh tamiang, Kuala Simpang tepatnya di kota lintang bawah. Belum juga mendapatkan bantuan logistik. 
Rumah2 hancur dan hilang. Bangkai di mana mana. Belum ada pembenahan, akses jalan masih tertimbun bangunan yg hancur. 
Mereka sudah 4 hari tidak makan semenjak banjir. Sebagian mereka baru bisa makan setelah menjarah alfamart dan indomaret. Yg hancur karna banjir. 
Mereka hanya minum air lumpur yg di endapkan satu malam.. 
Di sana org2 seperti zombi. Saling berebut makanan.. Uang sudah tidak lgi laku. Mohon pemerintah segera bantuannya. Kususnya di kota lintang bawah. Banyak bangkai yg tidak terevakuasi. 🙏 mohon para petinggi negara. Mohon jangan abaikan kami org2 Sumatra..",0,2 bulan yang lalu,1
@gands_0,perasaan pohon ulin itu kuat banget dan tahan dobrak tapi kenapa pohon phon itu bisaa tumbang jelaskann,2,2 bulan yang lalu,1
@dickybayusaputra5625,"KALAU NANTI URUSAN SAUDARA KITA YANG TERKENA MUSIBAH SUDAH KELAR, ANTAR KAMI MENDATANGI PARA PEJABAT2 BANGSAT ITU BRO.. RAKYAT SIAP UNTUK REVOLUSI.. KAMI SUDAH MUAK.",0,2 bulan yang lalu,1
@almightysons,10:02 itulh juga alasan knapa ornag indonesia banyak yg mencoba dan berusaha bekerja di luar negri dan menjadi konten kreator krna rakyat gak percaya soal ekonomi dengan regulasi pemerintah,0,2 bulan yang lalu,1
@SudaryonoSudaryono-m5p,"Jgn berharap banyak dgn rezim Prabowo,utk menerapkan status bencana saja Prabowo ragu2,apalagi di harapkan utk memberi keadilan bagi para korban,salam akal sehat !",0,2 bulan yang lalu,0
@SandiMaulana-d7k,"apa itu Deforestation?? kelapa sawit ya pohon, punya daun. 
miris bang ko bisa pemimpin sebuah negara setega itu melihat sekarang Indonesia bagaimana 😢😢😢",0,2 bulan yang lalu,1
@mohammadnasrullah408,"Penyebab banjir yg baru saya sadari : 
1.Tebang pohon sembarangan
2.Buang sampah sembarangan 
3.Nyoblos sembarangan 

Ingat,sawit juga pohon,kan ada daunnya !!!!",0,2 bulan yang lalu,0
@ladusing-n9y,Pejabat KOntol semua,0,2 bulan yang lalu,1
@pabrikmodular3133,"Mahkamah Konstitusi tidak bisa menerima class action, tetapi ia bisa menerima gugatan uji materiil terhadap undang-undang atau pasal-pasal yang diselewengkan dalam implementasi. Dalam konteks ini, masyarakat sipil dapat menguji: Kelalaian pemerintah dalam menerapkan UU Penanggulangan Bencana.Keputusan administratif yang bertentangan dengan mandat konstitusi, Penafsiran negara yang merugikan hak hidup warga. Jika MK memutus bahwa pemerintah melanggar konstitusi, maka pemerintah wajib tunduk.

Dan bila pemerintah tetap tidak melaksanakan, konsekuensinya sangat serius. UUD 1945 Pasal 7A–7B menyebutkan: Presiden dan Wapres dapat diberhentikan jika melanggar hukum atau UUD 1945. Mengabaikan kewajiban negara dalam melindungi rakyat dari bencana, atau mengabaikan putusan MK, dapat dikategorikan sebagai pelanggaran konstitusi.

Prosesnya jelas: MK memutus bahwa pemerintah melanggar UU. DPR mengajukan pendapat bahwa Presiden/Wapres melanggar konstitusi. MK memeriksa. Jika terbukti, MPR dapat menggelar Sidang Istimewa untuk memberhentikan Presiden/Wapres Artinya,  mengabaikan bencana bisa berujung pada pemasjulan. Itu kalau demokrasi sehat. Sayangnya demokrasi kita cacat lahir batin. Live in dangerous😢 place..",0,2 bulan yang lalu,0
@VLCC2,Sudah di bukakan jalan untuk mengganti semua termul. Tunggu apalagi Wo?,0,2 bulan yang lalu,1
@AshabulKahfi-yd9mb,Gak yakin bang . Takutnya nanti malah dapat penghargaan 😂,0,2 bulan yang lalu,1
@kevin-e5j1r,"Sudah 5 hari berlalu sejak video ini dibuat dan ya benar, Pemerintah sama sekali gak ada niatan buat jadikan Status Bencana Nasional.
Padahal korban MD hampir menyentuh 1rb",1,2 bulan yang lalu,0
@millimeterchannel9883,"Panjang umur bang, biar lama jadi orang baik.",0,2 bulan yang lalu,2
@Michael_thomase,Dana APBN habis buat makan gratis...,0,2 bulan yang lalu,1
@temetumbal01,jadi apa langkah PRABOWO???,0,2 bulan yang lalu,1
@faproject2310,Negara bobrok,0,2 bulan yang lalu,1
@agungputri8051,setuju banget. saya bukan dari sumatra tetapi saya sedih banget kalau pohon pohon di sumatra ditebang. saya sampai tidak nonton konten bencana ini di tempat lain saking tidak tega melihat korbannya. menghela nafas melihat pohon-pohon yang ditebang dengan begitu leluasa. sudah mulai pasrah. semoga pemerintah dan orang yang berwenang bisa menjaga alam indonesia.,0,2 bulan yang lalu (diedit),0
@SmugMoviePlayer,ah Di jajah diri sendiri ini mah 😂,0,2 bulan yang lalu,1
@mutash1m,Menarik.,0,2 bulan yang lalu,1
@UhudHandaka,"yg ditakutkan bg, gara gara ketidak pedulian pusat, bakal marak lagi GAM, dan yg ditakutkan , makin menyulut emosi dan semangat mereka untuk memisahkan diri, dikarnakan, pemerintah yg mencla mencle, kepalaBNP* yg gak ada empati dan cendrung Tuolol. tapi kita lihat aja lah kedepannya, ada sedikit keyakinan, bakal marak lagi ini GAM",0,2 bulan yang lalu,2
@SriYunita-i4j,Izin share y kk🙏,0,2 bulan yang lalu,1
@destaferdyan3200,"Gw punya pemikiran sendiri,knp gk dibikin bencana nasional. Mungkin pemerintah blm menerapkan bencana nasional,agar perusahaan yg merusak hutan di pulau sumatra itu harus bertanggung jawab atas semua kerusakan yg terjadi. Kalau pemerintah pusat yg ambil alih dan menanggung semua nya. Keenakan tuh perusahaan yg menyebabkan hutan gundul seperti itu. 
Nnti kan akan di audit penyebab nya karna apa,siapa yg mengizinkan,siapa yg kelola dll nya. Dan mereka² semua lah yg harus bertanggung jawab",1,2 bulan yang lalu,0
@pakdejodejo8638,Jika pemeeintah masih buka lahan kehutanan tolong di hentikan di kawasan yg mudah bencana karna pemerintah mau mengurangi kemiskinan tapi malah menambah kemiskinan dan kesengsaraan rakyat,0,2 bulan yang lalu,1
@Viralkun-q5e,"Gak peduli mereka tentang Sumatra, Sumatra hanya sapi perah jawa",1,2 bulan yang lalu,2
@umiaisyah8774,Lebih baik jadi hutan rimba secara alami daripada dikelola pemerintah yg rakus secara modern,0,2 bulan yang lalu,2
@LukisMelukis,waktunya ganyang 9 naga!,0,2 bulan yang lalu,1
@muhammadnur5004,"8:33 maaf bang Ferry, Jangankan antara jawa dan luar jawa d jawa sendiri juga ada banyak disparitas, kecemburuan ekonomi, sosial dll antara jawa pedesaan dengan jawa perkotaan. 
Mungkin bang Ferry membandingkan dan menggambarkan jawa perkotaan dengan luar jawa di dearah",0,2 bulan yang lalu,1
@IwakasenJkt,"setiap pengusaha, mau itu ilegal maupun berijin, wajib menganti rumah semua warga yg terdapak dan harta benda, jika tidak hukum pancung/penjara 100tahun tanpa potong masa tahanan. karna gara2 meraka aceh, sumatra banyak yg meninggal. itu kalo kmi jadi presidenya. kalo presiden yg sekarang tidak tau berani apa tidak melakukan ide seperti saya? semoga mampu..",0,2 bulan yang lalu,0
@Mencari1000Hikmah,"daftar 16 lokasi terdampak bencana di Sumatra Barat: 

Pesisir Selatan 
Kabupaten Solok
Tanah Datar 
Padang Pariaman
Agam
Lima Puluh Kota 
Pasaman 
Kepulauan Mentawai 
Solok Selatan 
Pasaman Barat 
Padang 
Kota Solok 
Padang Panjang 
Bukittinggi
Payakumbuh 
Pariaman",0,2 bulan yang lalu,2
@Mencari1000Hikmah,"daftar 21 lokasi terdampak bencana di Sumatra Utara:

Tapanuli Tengah
Sibolga
Tapanuli Utara
Tapanuli Selatan
Mandailing Natal
Pakpak Bharat
Humbang Hasundutan
Nias
Padang Sidempuan
Langkat
Nias Selatan
Serdang Bedagai
Medan
Deli Serdang
Tanah Karo
Tebing Tinggi
Batubara
Binjai
Asahan
Pelabuhan Belawan
Pematangsiantar
Berdasarkan data tersebut, tercatat ada 1.090 korban terdampak bencana dengan rincian 176 orang meninggal, 32 orang luka berat, 722 orang luka ringan dan masih dalam pencarian sebanyak 160 orang. Selain itu ada 30.445 orang yang mengungsi.",0,2 bulan yang lalu (diedit),0
@ayuaw9257,Mungkin komentarku gak akan dibaca. Dan jika aku ingin mengeluarkan isi pikiranku. Tentu dihujad seindonesia raya. Tpi satu hal.. Janganlah selalu menyalahkan pemerintah. Menyalahkan presiden mau yang dulu atau sekrang. Menjaga negara indonesia dengan puluhan suku dan ego suku masing2 ini sulit dan melelahkan. Krana kebaikan apapun akan salah. Apalagi jika suku2 ini kdang merasa lebih besar dari negara dan mengabaikan kemajuan negara. Ketik ada yang salah maka kambing hitam yang disorot hanya pemerintah. Padahal mengatur ego derah ini lebih sulit daripada mengatur satu negara kecil yang hanya satu keturunan. Semangat untuk para tetua penjaga negara ini. Walau gak diapresiasi. Tpi semoga kalian masih sanggup menjaga stabilitas negara agar gak di mangsa oleh predator negara besar.,1,2 bulan yang lalu,1
@anonymousstout4759,Jangan takut deforestasi!,1,2 bulan yang lalu,0
@ElhamzeFootball,Indonesia negara sok suci Benci Israel tapi menyiksa rakyat sipil seperti Israel,0,2 bulan yang lalu,1
@ElhamzeFootball,Sebelum kalian nanam pohon sawit banyak banyak Indonesia sudah kaya tapi kalian semua malah korupsi,0,2 bulan yang lalu,1
@ElhamzeFootball,Kemungkinan 2030 Indonesia bener bener bubar jika tetap seperti ini,0,2 bulan yang lalu,1
@dingdongzone6448,Jadi kpn Indonesia berani jadi Nepal...?,0,2 bulan yang lalu,1
@riang-riazaan543,Bagus Sumatera join Malaysia kalau pemerintah Indonesia Sangat Lemah mentadbir Negara.,0,2 bulan yang lalu,1
@busanpadse,Saya tidak suka mobil listrik karena untuk membuat baterei merusak alam,0,2 bulan yang lalu,0
@busanpadse,"Pejuang kelestarian bumi itu salah satunya adalah orang yg mengurangi penggunaan minyak goreng sawit menjadi rebusan ... Sehingga alih fungsi hutan jadi kebun sawit akan berkurang drastis ... Kalau cuman dikerjakan seorang atau dua orang tidak akan ngefek ke penggundulan hutan ... Tetapi kalau dikerjakan semua rakyat ratusan juta orang ... Penggundulan hutan jadi lahan sawit akan berkurang drastis, otomatis hutan alam tetap lestari ... Ekspor juga harus dibatasi",0,2 bulan yang lalu (diedit),0
@The_King_KK,tololnya udah tau hasil longsor banji karna penebangan liar eh ini mentri bilang itu pohon tumbang alami karna lapuk kan tolol lebih tololnya lagi pada diem nggk di usut😂😂,0,2 bulan yang lalu,0
@ZamRais,bang lu kenapa ga jadi penasehat presiden aja si ?,0,2 bulan yang lalu,1
@imamamahmud7241,Ini adà kaitannyà dengan mulyono g bang. Jujur,0,2 bulan yang lalu,1
@ZamRais,"pemerintaah, pleaase sadar dong kalian itu udah jahat banget. kenapa sih harus korupsi ?? ga asik banget sih kaliann astagaaa.. bgst.",0,2 bulan yang lalu,1
@Sugoicats,"Bang, aku kok takut kamu hilang ya bang. Hati2 terus ya bang. Teruslah berdoa. Semoga kamu selalu di lindungi dari org2 jahat",0,2 bulan yang lalu,2
@anisharyati8868,"Sangat setuju bgt ni bencana nasional..yg tdk d segera d akui,😢sombong bgt pemerintah.merasa mampu mengatasi bencana..pdhl gk mampu😢",0,2 bulan yang lalu,2
@sunartogaser994,"Mantap bang, gak ada iklan.👍👍",0,2 bulan yang lalu,2
@gadiespertiwie2634,"sedih banget karna keserakahan pemerinta, cepat pulih sumatra 😢",0,2 bulan yang lalu,1
@AcehSamuderaPasai,"BNPB Bangkeeeee.......... punya dana darurat bencana 500m 😡😡😡😡😡
😭😭😭😭😭😭😭
bantu sebarin,,,,, perbanyak konten, video, gambar,,,, apapun untuk viralkan ini kawan2.... ilmu, kemampuan dan kreatifitas kalian semua akan sangat membantu dan akan sangat bermanfaat. 
klo ga viral ga gerak dan ga tau kemana uang di BNPB bankee tu... sedangkan warga di terdampar bencana khususnya Aceh masih terisolir dan kelaparan.",0,2 bulan yang lalu,2
@Rizal_Rahman97,"Uni Eropa menolak CPO Indonesia karena mereka perduli hutan/lingkungan Indonesia, eh pemerintah Indonesia (Presiden/menteri) sok2an coba membodohi rakyat Indonesia dgn mengatakan negara barat tidak ingin Indonesia maju, jadi harus kita lawan!!!!😅😂

Yg paling songong sih Jokowi & Luhut😊",0,2 bulan yang lalu,0
@diwanmalik2778,Pecat menteri kehutanan!! Menteri yg sangat jahat!!,0,2 bulan yang lalu,1
@MORIZSTCHANNEL-j5n,Akibat kekuasaan yg dzolim!!! Rakus dan tak miliki jiwa kemanusiaan.,0,2 bulan yang lalu,1
@oncombrindil4910,"Bener bang, ketika saat tinggal di kalimantan saya juga merasakan yang apa abang bilang,",0,2 bulan yang lalu,1
@unggulsujati5626,"Bencana national? Wkwkkw, kayak lapindo dong...
Selama yang terkait adalah oligarki, ya masukin aja kesalahan mereka sebagai bencana national. Toh dana perbaikan pemulihan kan Masih bisa dicolongin lagi. Jadi sekali kayuh, 2 3 pulau terlampaui. 
Emang pemerintah kita ini adalah pemerintah terbaik sepanjang masa!😂😂
Kabinet gemoy nan omon2",0,2 bulan yang lalu,1
@RafasyaAzkaalhusain-dh6hf,Mana ada maling yg mengakui kesalahannya apalagi menghukum dirinya sendiri?,0,2 bulan yang lalu,0
@rohkmansoekotjo,"Ketika alam sudah memberikan pelajaran pada manusia, dan menegaskan hukum alam itu mutlak.",0,2 bulan yang lalu,1
@testing5457-y1h,sumatra dah gak ada lagi hutan dah habis untuk kelapa sawit.perusahaan asing.menebang hutan seenaknya.kementrian yang terkait harus di usut. dan di hukum,0,2 bulan yang lalu,1
@Dimas-mm2ol,Prabowo tangung jawab,0,2 bulan yang lalu,1
@iskal_,Bang disumbar banyak tambang ilegal dihutan dan disungai,0,2 bulan yang lalu,1
@iskal_,Pelaku penyebab perusakan hutan harus ditangkap,0,2 bulan yang lalu,0
@andraerlanggapurnama2653,ya,0,2 bulan yang lalu,1
@fdtcfxx,"damn , ngumpulin duit aset tuker dengan waktu dan keringat dari muda buat keluarga dan anak ...hilang seketika gara2 keegoisan kaum elite ...

apalagi jika keluarga yg awalnya miskin dan mau bangkit dari kemiskinan trus kena bencana ..mimpi2 nya hancur seketika 

gak kebayang frustasi nya kaya gimana ;(",0,2 bulan yang lalu,0
@wenditci9549,"Saatnya dipelajari lagi apa itu  PRRI dunsanak , cita cita pendahulu , freedom",0,2 bulan yang lalu,1
@dantedanz,"Ga sanggup saya liat videonya bang... goblogg bgt kita punya pemimpin, banyak nyawa yg melayang",0,2 bulan yang lalu,1
@ResistenCannel,Kampung mama ku Sibolga nauli jd hancur skg akibat para pejabat rakus yg menjijikkan,0,2 bulan yang lalu,0
@Jackman303,mulai cek rumah masing2 apa sekitarnya ada pembukaan hutan. waspada,0,2 bulan yang lalu,1
@Harvana-v2j,Kok ga ada mobil mobil mewah yg kebawa banjir yaa,0,2 bulan yang lalu,0
@joerdi75,"PEMERINTAHAN MACAN SIRKUS..OK GAS OK GAS OK GAS,,,,,,,,,,",0,2 bulan yang lalu,1
@septiyani3556,Semangat bang,0,2 bulan yang lalu,2
@Bunglol,"Alam Punya HAA (Hak Asasi Alam), ketika manusia berulah sesukanya alam punya caranya.",1,2 bulan yang lalu,1
@thexulthand9473,"Mana berani...
Disalah satu propinsi ada keluarga si mentor...
Ga mungkin dong satu propinsi doang yang ga ditetapkan jadi bencana nasional.",0,2 bulan yang lalu,1
@mahmudrs9046,"Bagaimana mau menjadikan bencana Nasional, wong Presidennya saja hadir hampir seminggu baru hadir ke lokasi bencana. Minimal punya empatilah hadir langsung, jangan hanya perintah menteri untuk laporan dan menunggu. Sudahlah tak perlu berharap sbb Bencana Nasional bakal membuka bobroknya pemerintah dalam pembalakan liar hutan di sumatera.",0,2 bulan yang lalu,0
@kitychanel7067,"Hati hati utara jakarta ya gaes warga jakarta khususnya di utara jakarta harus mawas diri , karena sudah banyak area yang air lautnya sudah  lebih tinggi dibanding daratan yang hanya di bentengi tembok yang kapan saja bisa rusak . jadi harus di waspadai , bila hal itu terjadi benteng jebol akan ada bencana yang lebih mengerikan , karena siapa yang bisa mengukur debit air laut yang bisa kapan saja masuk ke daratan...waspada ya gaess, khususnya saudara saudara yang ada di area balik tembok yang airnya sudah di atas atap rumah kalian",0,2 bulan yang lalu,0
@Wiwokdetokx,"𝗥𝗨𝗦𝗔𝗞 𝗦𝗘𝗠𝗨𝗔 𝗔𝗦𝗣𝗘𝗞 𝗢𝗟𝗘𝗛 𝗠𝗔𝗡𝗧𝗔𝗡 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡 𝗟𝗨𝗟𝗨𝗦𝗔𝗡 𝗦𝗠𝗣 𝗞𝗢𝗥𝗨𝗣𝗧𝗢𝗥 𝗗𝗨𝗡𝗜𝗔  !!! 𝗪𝗛𝗢𝗢𝗦𝗛, 𝗜𝗞𝗡, 𝗕𝗔𝗡𝗗𝗔𝗥𝗔 𝗠𝗢𝗥𝗢𝗪𝗔𝗟𝗜, 𝗦𝗜 𝗬𝗔𝗤𝗨𝗧 𝗞𝗨𝗢𝗧𝗔 𝗛𝗔𝗝𝗜, 𝗕𝗨𝗗𝗜 𝗔𝗥𝗜𝗘 𝗣𝗥𝗢𝗝𝗢, 𝗖𝗛𝗥𝗢𝗠𝗘𝗕𝗢𝗢𝗞 𝗡𝗔𝗗𝗜𝗘𝗠, 𝗔𝗝𝗔 𝗕𝗟𝗠 𝗞𝗘𝗟𝗔𝗥 !! 𝗧𝗔𝗡𝗚𝗞𝗔𝗣 𝗣𝗘𝗡𝗝𝗔𝗥𝗔𝗞𝗔𝗡 𝗝𝗢𝗞𝗢𝗪𝗜 𝗦𝗘𝗖𝗘𝗣𝗔𝗧𝗡𝗬𝗔  !!",0,2 bulan yang lalu,1
@abdulkohar311,"Ketimpangan jelas terjadi ,iyo kato abang,,dk salah gi.sayo di @merangin @jambi masih tinggal di kampung yang belum ada listrik negara.",0,2 bulan yang lalu,0
@agungono8073,Pemikiran para tokoh PRRI/Permesta make sense ....🤔,0,2 bulan yang lalu,1
@teamhoreofficial4697,Saat saya ketik komentar ini korban meninggal sudah mencapai 812  orang,0,2 bulan yang lalu,0
@AlhamAlham-r7v,Sudah saatnya PULAU SUMATERA MERDEKA,0,2 bulan yang lalu,1
@John_Gilbert,"Masih aja berharap lewat internet tanpa gerakan. Gak pernah belajar dari kesalahan emang. Dah lah rasain aja, para pengecut, jago di internet doang. Sana doa sampe kiamat datang.",0,2 bulan yang lalu,0
@DeVNntey,Menurut Abang itu bencana nasional bukan?,0,2 bulan yang lalu,1
@byarinadems,"Ini sudah diperingatkan oleh Iwan Fals :
Raung buldozer gemuruh pohon tumbang
Berpadu dengan jerit isi rimba raya
Tawa kelakar badut-badut serakah
Tanpa HPH berbuat semaunya
Lestarikan alam hanya celoteh belaka
Lestarikan alam mengapa tidak dari dulu?
Oh, mengapa?

O-ho-o-o jelas kami kecewa
Menatap rimba yang dulu perkasa
Kini tinggal cerita
Pengantar lelap si buyung

Bencana erosi selalu datang menghantui
Tanah kering-kerontang banjir datang itu pasti
Isi rimba tak ada tempat berpijak lagi
Punah dengan sendirinya akibat rakus manusia

Lestarikan hutan hanya celoteh belaka
Lestarikan hutan mengapa tidak dari dulu saja?

O-ho-o-o jelas kami kecewa
Mendengar gergaji tak pernah berhenti
Demi kantong pribadi
Tak ingat rezeki generasi nanti

Bencana erosi selalu datang menghantui
Tanah kering-kerontang banjir datang itu pasti
Isi rimba tak ada tempat berpijak lagi
Punah dengan sendirinya akibat rakus manusia

Bencana erosi selalu datang menghantui
Tanah kering-kerontang banjir datang itu pasti
Isi rimba tak ada tempat berpijak lagi
Punah dengan sendirinya akibat rakus manusia

Bencana erosi selalu datang menghantui
Tanah kering-kerontang banjir datang itu pasti
Isi rimba tak ada tempat berpijak lagi
Punah dengan sendirinya akibat rakus manusia

Bencana erosi selalu datang menghantui
Tanah kering-kerontang banjir datang itu pasti
Isi rimba tak ada tempat berpijak lagi
Punah dengan sendirinya akibat rakus manusia",0,2 bulan yang lalu,0
@Uiii514,Akibat presiden yang menganggap gampang deforestasi....,0,2 bulan yang lalu,0
@UBAHNASIB88,"Terlalu bnyak pejabat yg terlibat dalam alih fungsi lahan yg mengakibatkan bencana ekologi ini

Apakah orang orang yg mengakibatkan bencana ini dapat dimintai pertanggung jawaban oleh masyarakat ???",0,2 bulan yang lalu,1
@dianputra4016,Saran bang kualitas audio pas lu bicara susah gua dengerinya kadang low kadang nyentak.. berikan tambahan teks aj bng.. gua suka kpinteran lu,0,2 bulan yang lalu,0
@tehowl98,Seandainya aku jadi eren pengen bgt nginjak2  rumah para penjahat negara😢,0,2 bulan yang lalu,1
@Sjsob,kalimantan pasang pantau,0,2 bulan yang lalu,1
@zain6608,Pemimpin bodoh lahir di negara korup,0,2 bulan yang lalu,1
@Mabaws-ju9wp,"Pemerintah, Partai, dan Negara itu selalu benar, waspadai selalu kaum separatis berserta narasi mereka yang ingin memecah belah persatuan nasional dan merusak keutuhan berbangsa dan bernegara.",0,2 bulan yang lalu,0
@LakoniKoni-z3o,"Apakah trrlihat bodoh apabila pemerintah menyatakan bencana di sumatera adalah Bencana Nasional ?
Apakah karena tidak ada dananya. Karena dananya di alokasikan untuk MBG. Sedangkan saat ini mereka lebih membutuhkan makanan. Sehingga menunggu banyak yg mati baru kalian peduli ?
Semua bencana menjadi parah karena kebijakan pemerintah yg lalu dan pemerintah yg sekarang diam saja melihat kerusakan alam. Setelah terjadi bencana baru kalian seolah2 peduli. 
Datang terlambat hanya untuk pencitraan. 
Pulau sumatera juga bagian dari Indonesia.",0,2 bulan yang lalu (diedit),0
@Hotaru539,"gua eneg banget seakan akan kita tolol, dengan denger statement pemerintah yg seakan semua baik saja. negara ini ibarat sebuah rumah yg sedari dulu strukturnya sudah rapuh, dan pemiliknya selalu menampilkan tampilan luarnya saja, hanya menunggu waktu rumah ini akan runtuh jika strukturnya tidak diperbaiki, dan koruptor/mafia hama tikus yg memenuhi rumah tersebut.",0,2 bulan yang lalu,1
@PaserFurry,daerah saya yang namananya BatuKajang kalimantan timur sepertinya bisa jadi OTW seperti di pulau sumatera ... gila gilaan tambangnya,0,2 bulan yang lalu,2
@fikrimuhammad7503,"Melihat kasus Sumatra gini jadi takut sebagai orang yg tinggal di pulau Kalimantan karena disini pun juga banyak penebangan Ama tambang terus sawit dimana mana, berharap dari bencana ini ada pelajaran yg bisa di ambil agar gak sembarangan kalau sudah ngebahas alam 😢",0,2 bulan yang lalu,0
@ApidCidahu,"Kacau ni, para pejabat indonesia kenapa tidak memikirkan rakyatnya malah merusak hutan, astagfirullohal adzim",0,2 bulan yang lalu,0
@alexbm1923,"BENAR KATA KDM GUBERNUR JAWA BARAT..MENDINGAN KITA TINDAK TEGAS DAN TUTUP PEMBALAKAN LIAR,TAMBANG ILEGAL ,PENEBANGAN HUTAN , KALAU BISA JGN BERI IZIN, YANG MANA APABILA SUDAH TERJADI BENCANA BIAYA UNTUK BENCANA SANGATLAH SANGAT BESAR DAN SANGAT MERUGIKAN RAKYAT DAN NEGARA..SEDANGKAN MEREKA YG MELAKUKAN PELANGGARAN LENGGANG ENAK HANYA UNTUK PRIBADINYA...",0,2 bulan yang lalu,0
@UbU-l4d,"Bangsat mereka yg merusak alam
Layak di hukum matiiiiiiiiiiii",0,2 bulan yang lalu,0
@berliantanggung,#bencananasional,0,2 bulan yang lalu,1
@rikinurzaman9569,"Pastikan dulu statusnya sebagai Bencana Nasional jangan sampai diserobot asing dengan ""mungkin"" ada sisipan maksud tertentu malah jadi bencana internasional.
Masalah teknis pelaksanaan masyarakat bisa memahami kalau ada keterlambatan karena kalau melihat kondisinya yang parah.",0,2 bulan yang lalu,0
@RiamCute,"Dari sini saya berkesimpulan bahwa Keberanian Pak Prwbowo tidak sebesar yg dia tampilkan di layar....tangannya  mungkin masih terbelenggu Parpol, senior,pengussha, atau mungkin negara asing??. Wallahua alam.",2,2 bulan yang lalu,0
@sandimu1710,Pertanyaannya masihkah kita indonesia? Apakah mereka sengaja menanam bibit sparatis di seluruh penjuru negeri? Yang tadinya kesal menjadi muak tahap selanjutnya menjadi murka,0,2 bulan yang lalu,1
@kukuhsetiawan7637,"Kenapa sampai sekarang ga ditetapkan sebagai bencana nasional karena bakal ada investigasi lebih mendalam, ada fakta fakta yang akan diungkap, ada perusahaan milik pejabat pemerintah yang bakal ketauan jadi biang keladi dan harus bertanggung atas bencana tersebut. Dan sampai saat ini pejabat itu masih dilindungi power dipemerintahan",1,2 bulan yang lalu,1
@budisetiyawan2523,"Siapa yg lebih kuat??? Rakyat hanya bisa melihat,banyak ketidak adilan,kebohongan dan keserakahan. Negara harus berani menindak dengan tegas dan mengadili. MERDEKA❤❤❤.",0,2 bulan yang lalu,0
@athome3183,"Itu Pemda di tingkat provinsi dan kabupaten pada kemana, selama ini kayu kayu lewat jalan protokol masuk pelabuhan kenapa dibiarkan saja.",0,2 bulan yang lalu,1
@nakamuratome1,Klo nggk mau si bowo tolol lepas aja sumatra,0,2 bulan yang lalu,1
@MarulamSirait-h9h,Menpera harus bergerak ....janji 3 juta rumah gratis boleh diberikan kepada semua korban yang kehilangan rumah ....jsngan omdo atau congor berbusa untuk ngomong !!@,0,2 bulan yang lalu,0
@juharitinju6796,"PENGUASA DAN PENGUSAHA SUDAH SALING SELINGKUH DEMI KERAKUSAN  DAN KETAMAK KAN KESERAKAHAN HARTA  JADILAH MEREKA2 ITU JADI KESETANAN DAN KE IBLISAN TERMASUK DI DALAM NYA ANGGOTA  DUNGU PENCURI/PERAMPOK RUPIAH 
 ( D P R ) HANCUR SUDAH HUTAN HUTAN DI REPUBLIK INI DI BABAT OLEH OTAK PIKIRAN BINATANG2 YG TUBUH  NYA MANUSIA.",0,2 bulan yang lalu,0
@Cannon_Orca,Jirlahh punya pemimpin masih harus di dikte rakyatnya,1,2 bulan yang lalu,1
@muhammadrizqi808,Paling Prabowo nunggu anaknya yang homo dan plongan plongo itu keseret arus,0,2 bulan yang lalu,1
