author,text,likes,time
@dianagung6271,"IMHO, tolong netizen yang budiman, bantu cari data dan dasar ketetapan hukum, bahwa jika statusnya dinaikkan jadi bencana nasional, maka tidak akan ada pihak yang bersalah untuk kejadian ini. 

Hal ini sudah pernah terjadi pada tahun 2007 ketika lumpur lapindo di Porong, Sidoarjo ditetapkan sebagai bencana nasional. Pihak perusahaan (yang saat itu berkoalisi dengan pemerintah dan ketum salah satu partai, lepas dari tuduhan) akhirnya perusahaan lepas tangan dari masalah tersebut.

Tanpa mengurangi rasa empati kepada korban terdampak, kasus ini harus di usut dan memberikan hukuman yang setimpal kepada pihak yang bersangkutan (pemberi izin tambang dan illegal logging serta pemilik dan pengelolanya dan pihak pihak yang terlibat) agar ke depan kelestarian alam kita dapat dijaga dari orang orang serakah yang ingin mengeruk kekayaan alam dengan mengorbankan flora fauna dan penduduk di kawasan tersebut. 

CMIIW",0,2 bulan yang lalu
@snain4590,🌻,0,2 bulan yang lalu
@Pastiadasolusi88,"Doa penting, tapi jangan lupa bertindak, ajak rakyat untuk menyumbang. Tapi di organisir oleh profesional. Anda kalo lahir di sana, otomatis paham dengan kondisi di sana. Ayo organisir jangan tunggu pemerintah.
Pemerintah geraknya lambat dan duitnya abis utk mbg. Sibuk redenominasi, sibuk ikn.",0,2 bulan yang lalu (diedit)
@erlinazainun1407,Cepat pulih Sum bar ku,0,2 bulan yang lalu
@nabihannitisara1113,Amin,0,2 bulan yang lalu
@tahnadana5435,"ngapain dia peduliin, orang dia sibuk mao rayain natal.. karena dia kristen",0,2 bulan yang lalu
@ahsannasution6988,muliate abang sudah bersuara,0,2 bulan yang lalu
@noahofficialch,Ga bisa kerna ada pa luhut di situ,0,2 bulan yang lalu (diedit)
@AkmalRM-11,"Semoga dengan iming"" tersebut dapat didengar oleh yang bersangkutan dan cepat membantu sanak saudara di Sumatera....",0,2 bulan yang lalu
@udinactiv,Aamin...🙏🏼🙏🏼🙏🏼,0,2 bulan yang lalu
@forodofaramir9742,Ayo babat terus hutannya 😂😂😂😂,0,2 bulan yang lalu
@bukanmufti,"daerah tugasku sini bro sudah 10 tahun istiqomah banjir, dlm setahun banjir minimal 1 kali gegara ad***o dkk. MERUSAK HUTAN gali batubara buat dibawa ke jawa dan ekspor, kyknya gak ada yg berani bahas. buka aja seberapa besar tambang mereka merusak hutan kalimantan selatan padahal 70-80% batubara di ekspor, yg 30% dibagi untuk pembangkit listrik di kalimantan sekitar 10%, sisanya buat di PL di jawa.  kasian lihat masyarakat sini saking miskinnya aja orang jum'atan dimintai uang parkir, narkoba nomer 3 sekalsel ( ini sy dengan khotib jum'at saat khutbah ) tapi islamnya 99%. banyak orang sy wawancara lintas umur dan profesi, rata2 semua bilang "" yaa dari dulu cuma gini2 aja mas daerah ini "".",0,2 bulan yang lalu
@pratamadef,❤ Tetap kuat Andalas....,0,2 bulan yang lalu
@pratamadef,❤ Tetap kuat Andalas....,0,2 bulan yang lalu
@ThaniaClarissa-q2w,ga berjodoh pemimpinnya,0,2 bulan yang lalu
@pebrigandisaputra3303,"Semangat bg, semoga terus berjuang untuk bangsa ini",0,2 bulan yang lalu
@Holigan11,"Jatim Gunung meletus ,
Sumatra banjir , semoga tak ada lagi bencana ,
Mungkin Alam sudah bosan",0,2 bulan yang lalu
@arisukma1233,Aamiin ya rabbal alamin...( Ngetik sambil nangis 😢),0,2 bulan yang lalu
@esdegan7176,"AYO KIRIM BANTUAN KE PALESTINA :face-blue-smiling::face-blue-smiling:
AYO KIRIM BANTUAN KE PALESTINA :face-green-smiling::face-green-smiling:
AYO KIRIM BANTUAN KE PALESTINA :cat-orange-whistling::cat-orange-whistling:",0,2 bulan yang lalu
@Mbudi-ng4jj,"​ @esdegan7176 jangan ngejek mas, kalau kena tempat sampeyan nanti macam mana? Janganlah gitu.",0,2 bulan yang lalu
@paroknanielgar840, @esdegan7176  lu ga dapat bansos ya... kasian😭,0,2 bulan yang lalu
@HalimahTusSyahdiyah-h5l5o,"Semoga Allah memberikan perlindungan dan kekuatan untuk saudaraku di Sumatera,terutama Sumatera Barat tanah kelahiran kakek nenekku dari ibu dan ayahku,keluarga ayahku kemarin masih kena banjir didaerah Painan, pesisir Selatan 🥹🥹🥹semoga mereka udah dalam keadaan yg aman terakhir tahu hubungi keponakan disana 😢",0,2 bulan yang lalu
@basukirahmat7816,"Ada petisi yang bisa ditandatangani untuk mendesak Pemerintah agar mengusut pembalakan liar di Aceh, Sumatera Utara dan Sumatera Barat? Kayu gelondongan yang terikut dalam banjir layak menjadi tanya, sekaligus alarm berulang dari perusakan lingkungan. Bung @ferryirwandi",0,2 bulan yang lalu (diedit)
@alitadnyana1218,"ENAK JADI PENGUSAHA,,,MUSIM PANAS TEBANG HUTAN, MUSIM HUJAN BAGI-BAGI SELIMUT DAN SEMBAKO, BESOK CERAH LAGI YA TEBANG HUTAN LAGI,,,KLO BANJIR LAGI TINGGAL LEMPAR SELIMUT LAGI. KASI DUIT JUGA DIEM TUH PARA KORBAN...RAKYAT INDO KAN BANYAKAN GOBLOK",0,2 bulan yang lalu
@alitadnyana1218,"ZULKIFLI HASAN KETUA PAN, BAHLIL KETUA GOLKAR, DAN MEREKA BERSAMA"" MENDUKUNG PENGERUSAKAN LINGKUNGAN DENGAN DALIH TAMBANG DAN KEUNTUNGAN NEGARA",0,2 bulan yang lalu
@momentsfunny95,Aamiin ya rabb,0,2 bulan yang lalu
@walangsangit7814,"Tidak bisa ,mau pulih hancurkan lagi pak boby 😂",0,2 bulan yang lalu
@alitadnyana1218,"SIAPA DISINI YG BERCITA-CITA BEKERJA DI TAMBANG? BAGUS! PENGUSAHA SUDAH MENYIAPKAN SUMBANGAN KEMATIAN, JIKA SUATU SAAT KERUSAKAN HUTAN MEMICU BANJIR. YG MASIH NGANGGUR, BISA MEREPAT MENJADI PENEBANG POHON. BUAT ANAK MUDA APATIS, YG GA PEDULI URUSAN APAPUN, SILAHKAN KALIAN BERKOAR"" SETELAH MUNCUL KORBAN JIWA. ITUNG"" CARI ATENSI NGIKUTI TREND.",0,2 bulan yang lalu
@mita4020,"Baca ini bang, Gk bisa, kalo diset status Bencana Nasional bahan pokok melonjak, pemerintah pusat harus turun tangan, ntar MBGnya jadi gk jalan",0,2 bulan yang lalu
@gworabgbaik,Gua  tinggal di sumbar😢,0,2 bulan yang lalu
@eastmade-syeikhseumet,"Ayo Sumatra!
Jaga Harga Diri Kita
Jangan Mengemis pada Penjajah Jakarta Raya Betavia + Raja Jawa + Antek Antek Naga

Lebih Baik Mengemis pada Tetangga Malaysia
Tidak Banyak Drama!",0,2 bulan yang lalu
@f.s.firdaus8106,​ @eastmade-syeikhseumet pengemis akan selalu mengemis. Typical.,0,2 bulan yang lalu
@eastmade-syeikhseumet,"Mari Bangkitkan Semangat Persatuan Sumatera!

Bang Ferry Irwandi Bersiaplah Jadi Presiden Sumatra!

Sumatera Merdeka!",0,2 bulan yang lalu
@raka-u3q5v,"​ @eastmade-syeikhseumet wew...dia enak duduk manis ...dapat untung dari viewer....ibaratnya membicarakan kelaparan tapi restoran mewah
..😊😊...
Kami saja di Jawa barat (di cianjur) berapa kali bencana gempa bumi ..yg terakhir  kemarin"" rumah saya aja tinggal separuh.
Ikut bela sungkawa dengan bencana di Sumatra...karena kami juga merasakan.
Tapi tidak baik bukan hal yg tepat saat ini mengangkat isu primodialisme...yg ada harusnya bersatu seluruh Indonesia ...
Tidak ada satupun rakyat Indonesia yg gembira dengan bencana alam di Sumatra.",0,2 bulan yang lalu
@osamudazai6435,"Kita sudah memprediksi bakalan ada bencana kayak begini dari lama, dan kita bisa prediksi juga pemerintah gak bakalan ambil tindakan cepat karena itu artinya pemerintah harus minta maaf ke seluruh rakyat yang terdampak bencana mengingat bencana kali ini emang ulah presiden sendiri, bencana ini masih potensial di seluruh Indonesia dan presiden sendiri yang sekarang justru mengarahkan kita ke bencana massal,",0,2 bulan yang lalu
@FanGameee,bang bahas penjarahan di sibolga bang,0,2 bulan yang lalu
@raka-u3q5v,"​​ @FanGameee nah kan...nanti yg di salahkan sikap seperti itu ..ke arah Jawa lagi ujungnya...,narasi bisa di ulik"" biar berhubungan.",2,2 bulan yang lalu (diedit)
@rachmathidayat2500,aaamiinn,0,2 bulan yang lalu
@denhidayat__,bang mau tanya kalo presiden bisa reshufflle wapresnya gak ya? misal ada yang lebih kompeten gitu.,0,2 bulan yang lalu
@doremifa8929,Janka pendek datangkan kang dedi mulyadi kesumatera jangka panjang gk tau mgkin  revolusi  mental  yg bobrok dr bngsa indonesia. Sy juga heran kenapa dinegara yg kaya bencana  a lam berulang  ini kokmiti gasi bencana alamnya kok kyk gk jalan.,0,2 bulan yang lalu
@nokomen1924,aamiin,0,2 bulan yang lalu
@songofthestars3,Bang ati ati banyak buzzer,0,2 bulan yang lalu
@Checkitout24,URANG AWAK RUPO E😁#MARI KITA DO'A BG FERY SEMOGA ALLAH SWT ANGKAT CEPAT MUSIBAH YG TERJADI DI PULAU SUMATERA🤲🥺,0,2 bulan yang lalu
@Aryfazaihara1991,Aamiin 🤲🤲,0,2 bulan yang lalu
@herusubiantoro7203,Sebenernya bang dms(mba sara) tuh pernah ngewawancara in sepuh waktu di bali dan itu pesan nya sangat berkaitan sekali dengan yang terjadi kemaren dan bali,0,2 bulan yang lalu
@noeahmad-h5j,"Pengerusakan alam karena tambang dan alih penggunaan lahan itu tidak bisa pulih seperti semula, tarik ucapan ""lekas pulih bumi andalasku!"" Itu bung,",0,2 bulan yang lalu
@ReniSodik-b4h,Amiin,0,2 bulan yang lalu
@rahmanpku506,"Diam lah kalian, kepala kalian itu pun akan di gunduki org2 rakus itu..",0,2 bulan yang lalu
@pasuruan-x,Apa bung @ferryirwandi percaya sama pemerintah 😂😂😂😂😂😂.,0,2 bulan yang lalu
@donaldharyadi2109,🙏,0,2 bulan yang lalu
@GarasiCell-nq4go,@ferryirwandi  ISTIMEWANYA WARGA +62  BENCANA MALAH DIJADIKAN AJANG KONTEN DEMI CUAN DI MEDSOS..,0,2 bulan yang lalu
@xiaoling6867,andalahs itu semen bang,0,2 bulan yang lalu
@luksaquatic,"Ngelawan alam, ga mikir balasan nya

Bukan tentang lawan manusia/robot, lah elu ngelawan fungsi bumi

Salah siapa? Cuman tenantang penguasa terlalu rakus

Akhirnya ngerugiin ribuan rakyat

Rakyat nya cuman bisa diem, entah ga peduli juga atau ga kompak untuk bales penguasa

Alam lagi minta tolong rakyat disana cuman bisa diem

Jadi bukan bencana alam, penguasa yg bikin bencana",0,2 bulan yang lalu
@PatechService,"Baru 1bulanan kemaren nonton di YouTube rusaknya cagar alam di Sumatra ,yg dialih fungsikan jdi lahan sawit di pulau Sumatra,eh mlh jdi gini ada bencana sedahsyat ini  yaallah
Padahal negara Indonesia dapat sumbangan dri negara Germany untuk menjaga lahan hutannya kata Chanel tersebut lupa channelnya,dan dari organisasi yg meneliti rusaknya cagar alam tersebut sudah melaporkan ke dinas terkait di jakarta TPI belum ada tindakan lanjut di tayangan canel itu",0,2 bulan yang lalu
@MariAktif,Hidup Jkw. Pilih Gibran!!!,0,2 bulan yang lalu
@sayangaska4201,Geng solo Taeekkk semoga cpt2 kena azab,0,2 bulan yang lalu
@apajugaboleh3330,Wowo...menteri k3hutanan & perusahaan opung tuh yg menyebabkan banjir  ko dibiarin aj  malah korban disuruh tabah. Sama baj1ngannya ama si jokodok lo ah...,0,2 bulan yang lalu
@HendraJaya-j4m,Amiin.,0,2 bulan yang lalu
@yanierazif9194,"Sebut Saja Nama,jabatannya. Jangan bawa Suku nanti jadi Rasis. Paham sampai disini 😂",0,2 bulan yang lalu
@JejuJ-ci1un,"Ga usah harus bencana nasional ga usah mikir pemerintah
CEPAAAAAAT KASIH BANTUAN
Pak pak pak prabowo mana pak prabowo cepet pak gercep pak",0,2 bulan yang lalu
@agungsteven2149,mirip kaya filem luar America jh buatan.. 😂😅😅,0,2 bulan yang lalu
@sandaljepit-xc3xt,"Turut berduka atas korban yang meninggal & semoga semua bisa segera dipulihkan kembali.

Sedikit cerita ttg banjir bandang, tahun 70 an sekian, di salahsatu kabupaten di Jatim terjadi banjir bandang dg korban beberapa orang meninggal. Investigasi pihak terkait menyatakan kejadian tsb disebabkan krn penggundulan hutan yg dilakukan atas perintah bupati, entah untuk program tertentu atau pembalakan yg bertujuan menguntungkan diri sendiri.
Yg pasti bupatinya masuk penjara. Ybs sudah lama meninggal, dan sampai sekarang jika namanya disebut, yg diingat orang adalah kejadian banjir bandang itu, dan tentu saja dia yg disalahkan.",0,2 bulan yang lalu
@Herylye,Saya berharao Sebagian penghasilanmu youtube sumbangkan ke aceh,0,2 bulan yang lalu
@Sitompultubuniborurait88,"Bang saya juga orang Sumatra tepatnya Tapanuli Selatan ,,, bagaimana bisa pulih hutanya sudah gundul ,, mengembalikan itu bisa ratusan tahun sedangkan fenomena hujan deras beserta angin puting beliung tidak tau kapan datangnya 😭😭😭",0,2 bulan yang lalu
@hrManagement-j7l,Katanya cuman rame di medsos aja Bro,0,2 bulan yang lalu
@goblokamat3531,Tambah kebun kelapa sawit lah. Apa itu pulih wkwkwkwkwkwkkwkw,0,2 bulan yang lalu
@technopalembang,Salam dari Palembang bang,0,2 bulan yang lalu
@antoniussetiadi8847,"Bang Ferry, abang kan punya letkol botak. Coba lewat dia. Dia kan juga buzzer si gendut. Coba aja",0,2 bulan yang lalu
@kabarviral8575,Susah ngomong payah nak ngomong lah ... Kiro2 apo lah y,0,2 bulan yang lalu
@datukpanjialam3969,Gerakan Andalas Merdeka.!!!,0,2 bulan yang lalu
@wiwikwindarti7551,"ak orang jawa, tapi ak dulu suka Dinas luar ke sumatera. turut prihatin dengan sumatera barat. mudah2an badai ini cepat berlalu",0,2 bulan yang lalu
@katoelook,​ @wiwikwindarti7551 aku ga nanya kamu dari mana,0,2 bulan yang lalu
@ABDUH-nunu,BNPB BERBAU TERMUL PENGHIANAT NKRI,0,2 bulan yang lalu
@cenel2an,Minimal KTP WNI bisa jadi tiket masuk surga bila jadi korban kezoliman pemerintah🗿,0,2 bulan yang lalu
@sumarianarini2452,"Utk pulih tdk sja butuh krja perbaiki alamx, tp butuh perbaiki mental para pjbt trkait agar tdk asal tnd tgn ks ijin penebangan hutan.",0,2 bulan yang lalu
@giokliepoh4797,"Bravo Ferry Iswandi
Pemuda patriot
Trm Kasih Nak👍💝💞😭👃",0,2 bulan yang lalu
@MuhammadNasir-op3dl,"Hrs pemerintah pusat, mereka punya peswat, di 3 kabupaten di Aceh itu hampir 50 persen suku Jawa jg, spt bener meriah",0,2 bulan yang lalu (diedit)
@izoelocu,"Salam supor bg dan Sehat Selalu ,,aku orang sumatra,,orang riau,,, kampar orang asli suku ocu.. smoga sumatra cepat membaik,,,aamiin❤❤❤",0,2 bulan yang lalu
@UbU-l4d,Aamiin,0,2 bulan yang lalu
@septiyani3556,Aamiin Ya Allah,0,2 bulan yang lalu
@muhammadazwaranas9561,"Sepakat Bang Indonesia cuman pulau jawa saja, tinggal tunggu tanggal mainnya sulawesi juga akan begitu",0,2 bulan yang lalu
@AnaKartikadewi-pu9gf,Kirim donasi kemana bang m,0,2 bulan yang lalu
@muntafaqur,"🔥AKIBAT KERUSAKAN HUTAN SEMUA KAYU DITEBANG OLEH PEMERINTAH MUNAFIK DAN KERUSAKAN HUTAN OLEH TAMBANG PEMERINTAH INDONESIAL MUNAFIK🔥
🔥INDONESIA NEGARA MUNAFIK TIDAK LAMA LAGI AKAN BUBAR AMIIIIIINNN🤲🔥",0,2 bulan yang lalu
@mohfwzy1680,Bencana nya gak nasionalis.. gak mau masuk bencana Nasional 😂,0,2 bulan yang lalu
@ilhamprawijaya5549,"PT Toba Pulp Lestari yang disebutkan oleh anak purbaya langsung bang ,kalau merekalah penyebabnya , kalau boleh bahas PT ini tolong bang,, pt ini juga pernah di demo oleh penduduk toba langsung ,bahkan sering di demo terutama oleh masyarakat adat ,karena pt ini sangatlah merugikan alam dan masyarakat sekitar bang , izin bang kalau berani bahas tolong dibahas ,.Dan 1 lagi, PT ini dipegang investor asing yaitu Allied Hill Limited ... sekali lagi tolong dibahas bang ,🙏🏿🙏🏿dan mereka juga sembunyikan komentar yang ada di postingan IG mereka ,kalau mereka tidak lah terlibat dalam bencana mengerikan ini,kenapa mereka sembunyikan komentar yang ada di postingan IG mereka bang,tolong bahas ya bang ,izin bang",0,2 bulan yang lalu
@ariagungwibowo2510,"Dari rakyat biasa untuk rakyat biasa dan harus di kelola oleh rakyat biasa.
Dah gak percaya pada yang gak biasa
Pasti bisa",0,2 bulan yang lalu (diedit)
@Adh1e-Observer,"oh iya malaka udah bilang, akt1v1s modal jempol, nah itulah beban orang yang berkuasa, karna wong cilik cuma bisa main jempol sayangnya",0,2 bulan yang lalu
@Adh1e-Observer,"berbenah di dalam dulu, nanti diacak2 orang luar itu masalah di nomor urut jauh, lebih banyak di vi de et im pe ra daripada int3l luar, kalo ada kuasa, silakan bawa deforestation ke jenewa, ICC, wong cilik ya cuma bisa jempol, saya termasuk.
mau pinter istilah kalo cuma satu orang ya hanya buih di lautan.",0,2 bulan yang lalu
@RizkyAlfandy-hy8vp,"Pray for Sumatra,semoga bantuan dari pemerintah cepat didistribusikan kepada masyarakat yang terdampak",0,2 bulan yang lalu
@Herylye,"KARENA ANAK ABAH  SANGGUP SUMBANG 300T, kataya",0,2 bulan yang lalu
@febrianaquareza-y6c,"Setelah selesai menyalurkan bantuan, ulas bang... Ttg deforestasi, dan siapa2 dibalik perusahaan2 yg diberi konsensi mengelola hutan di Sumatra...",0,1 bulan yang lalu
@ngoyenvankoyen772,"please bikin parpol bang, ambil alih pemerintahan 2029. kalo lu ikut parpol yg exist saat ini, terlalu berat konflik kepentingan internalnya. 
udah pesimis udah capek ama parpol dan tokoh politik yg itu2 aja.",0,1 bulan yang lalu
@nefisasmita5033,Lekas pulih Andalas ku 😢😢,0,1 bulan yang lalu
@ardiansyahandika9157,"Anda emang pahlawan. pejabat emang miris meremehkan gerakan bantuan anda. ditambah kalimat pejabat meremehkan mencekamnya bencana diremehkan dari sisi sosial media. TAPI JANGAN GAMPANG BILANG BENCANA NASIONAL KALAU GAMAU MENGERTI ARTINYA BERNEGARA. jangan balas dendam dg meminta sebagai bencana nasional secara subjektif. krn anda orang medan. klw bencana palu itu hari ini belum tentu anda menyuarakan bencana nasional. buktinya kemana anda saat bencana palu kan, iya belum viral. tapi pikir dulu dampaknya sebelum bersuara bang. salam",0,1 bulan yang lalu
@dolphin.channel-m4d,"Aku yakin pak Prabowo Subianto sangat cinta Indonesia dan beliau pasti akan membuat solusinya dan teguran dari Allah ini pasti merubah pola pikirnya 
Ayo kurangi penggunaan tissue dan kertas.....",0,1 bulan yang lalu
@muhamadradi9794,👍,0,1 bulan yang lalu
@SaifulBahri-so3jv,Mandi dulu apa bang klo apa2 biar ga Buluk2 amat,0,1 bulan yang lalu
@apotekbwin6157,"Aamiin yaa ALLOH,,,",0,1 bulan yang lalu
@다니알리즈키,FIRST BANG❤,12,2 bulan yang lalu
@hercomedsychocom8199, @다니알리즈키 ,0,2 bulan yang lalu
@ahmadsofyan4822,Hidup jokowi,0,2 bulan yang lalu
@Budi-um8td,"​ @ahmadsofyan4822 Mulyono ijazah UGM bekasus, diragukan keabsahannya dan kevalidan nya daftar ca walkot solo Surakarta,  cagub dki jakarta, presiden RI 1 di KPU, indikasi dan diduga ijazah  palsu😅😂",1,2 bulan yang lalu
@Budi-um8td,"​ @ahmadsofyan4822 Mulyono ijazah UGM bekasus, diragukan keabsahannya dan kevalidan nya daftar ca walkot solo Surakarta,  cagub dki jakarta, presiden RI 1 di KPU, indikasi dan diduga ijazah  palsu😅😂",0,2 bulan yang lalu
@orek7327,Kok andalas bang ? Bukan indonesia. Wkwkwkwk andalas apaan bjir,0,2 bulan yang lalu
@channelkampung6137,"​ @orek7327 Andalas itu nama lain dr Sumatra,klo Celebes itu Sulawesi, kalo Borneo itu kalimantan.lo lahir tahun brapa sih?",12,2 bulan yang lalu
@다니알리즈키,​ @orek7327  itu nama lain pulau Sumatra kocak 😂,2,2 bulan yang lalu
@Mbudi-ng4jj,​ @orek7327  Andalas itu sebutan pulau Sumatera mas.,1,2 bulan yang lalu
@wolfdecvt1509,"Pulih Tai..
Rakyat biasa aja jual kayu illegal.. 

Bangsat semua

Lekas terima azab lebih berat lagi...

Karena orang waras dinegeri ini sudah tidak bisa menghentikan orang serakah...

Jadi Pleasee Ya Allah ...
Azablah lebih keras lagi...
Bertubi tubi..

Sehingga mereka makan ganjaran illegal loggingnya...",0,2 bulan yang lalu
@ztv3712,"Bg, saya pernah mendengar perkataan tokoh masyarakat di Sumatra Barat, jauh sebelum kejadian ini. Orang ini cukup dekat  dengan pemerintahan kota. Pertanyaan gini, kenapa waktu gempa 2009 kota Padang tidak menjadi bencana nasional?. Jawaban nya membuat saya kaget, kita belajar dari tsunami di Aceh banyaknya negara asing yang masuk dan membawa misionarisnya.mereka membawa bantuan sambil menyebarkan ajarannya.Belum lagi anak anak kita yg kehilangan keluarga nya dibawa ke negara mereka dan mengikuti ajaran mereka. Mungkin itu membuat pemerintah lebih berhati-hati. Menurut saya walaupun status nya bukan bencana nasional yg penting negara menangani nya seperti bencana nasional",0,2 bulan yang lalu
@irfanyamashita7184,"Jangan lupa, menteri juga berperan dalam memberi ijin",0,4 minggu yang lalu
@putriofficialintanoffic4177,"​ @irfanyamashita7184 Kalau pun memberikan izin bila pemerintah daerah,  pemerintah kabupaten  / kota, DPRD dan masyarakat menolak dengan perlawawanan dan demo besar maka pengusaha pun tidak akan bisa berbuat apa-apa. Saya belum pernah mahasiswa dan masyarakat melakukan perlawanan dan demo dalam hal ini / penebangan hutan.  Mereka hanya demo dalam masalah selain ini. Disaat sudah ada bencana alam yang tidak bisa di kendalikan, baru saling menyalahkan dan mencari kambing hitam. Bencana alam adalah kesalahan kita semua selama ini. Jadi jangan sok paling benar dan sok suci.  Itu kemunafikan.",0,4 minggu yang lalu
@zinochw6760,Ferry.....jadikan keadaan susah di Acheh menjadi senang....jadikan musibah itu menjadi satu rahmat....jangan buang LUMPUR banjir itu sia²....olah lumpur menjadi tanah liat kepada batu bata untuk membina semula rumah² warga yg terdampak....jadikan kayu² hanyutan menjadi bahan bakar  olahan td menjadi batu bata....atap dn sebagainya....sudah tidak boleh harapkan bantuan kerajaan pusat....semoga semua dipermudahkan....,0,1 bulan yang lalu
@panembahansenopati99,"Seharusnya dibangun lebih banyak bendungan, era jaokowi paling banyak dibangun bendungan tapi ada yg bilang ga berguna, padahal sangat berguna selain untuk irigasi bendungan bisa mengendalikan air",0,1 bulan yang lalu
@abdulhafid-po1yi,"Pak Prabowo... ingat amanah yang telah dilimpahkan kepada anda akan dipertanggung jawabkan kelak diakhirat, telah menghalangi bantuan yang bisa meringankan beban orang yang sedang tersiksa di sumatra, tapi karena keputusan anda, sudah membuat mungkin satu bulan menderita dan gugur, dan kehilangan keluarga harta nya, tanpa kepastian tanpa realisasi yang sesuai ucapan",0,1 bulan yang lalu
@endokken2303,"Maaf, Baru sekali ini selama saya hidup, saya mengalami ada bencana alam yang korbannya masif , tetapi pemerintah sangat lamban bergerak dan seakan tidak benar benar perduli atau serius membantu rakyat.",1,1 bulan yang lalu
@imdarsadiarta7288,Sehabis Sunatera Otw Papua,0,1 bulan yang lalu
@Zilbran-z9t,"Bismillah Putuskan lah pak presiden yang terhormat sekarang itu sudah jelas bencana nasional,dan bagi untuk luar negri yang ingin membantu dipersilahkan tanpa embel embel yang lain",0,1 bulan yang lalu
@ParmanWahidin-tr5ss,"Sungguh kejji kebijakan pemerintah ttng,tatakelola Hutan,dalam hal ini pemerintah lebih gila dari POC,penjajah juga tak berbuat seperti ini,hal yg kita ane pemerintah,seperti Nir Empati.",0,1 bulan yang lalu
@rajafadillah-s99,"Beda Presiden dg Ferry, 
Ferry pakei Rasa Presiden Pakei afikit, kebanyak mikir jadi labil 😭😭😭
Preside ku  gemoi Presiden ku malang",0,1 bulan yang lalu
@DameVerse,"Rata2 orang yang kompeten & punya pemikiran kayak lu tuh nggak akan betah lama2 ada dalam system..
Mereka memilih menyelamatkan prinsip & hati nurani mereka dengan cara ""Mundur"" (Kayak Lu bang)😆
Kalaupun ada yang bertahan, apa mereka akan didengar? hmmm entahlah...",0,1 bulan yang lalu
@justingod6446,Terima kasih bang ferry D Irwandi,0,1 bulan yang lalu
@StillYoman27,"lagi-lagi yang merusak Indonesia adalah oknum-oknum yang berkecimpung di kepemerintahan, eh bukan oknum deh, dan 
Pemerintah adalah Kabar buruk untuk Masyarakat.",0,1 bulan yang lalu
@sopiahsopi7495,❤😊,0,1 bulan yang lalu
@StupidEndemic,Dalam segi ekonomi nasional bagaimana dampaknya jika benar benar ditetapkan sbg bencana nasional bang fer?,0,1 bulan yang lalu
@egidiusedi2544,Katae warga net malaysia : otak di kepala pejabat negara ini tidak berfungsi,0,1 bulan yang lalu
@NdhlahomMandhlahom,"Dari bencana ekologi ini, sekarang paham kan kenapa pemerintah termasuk eksekutif dan legislatff perlu di NEPAL kan?
Karena dari kebijakan mereka yang basurd dimana didalamnya banyak mafia dan oligarki bersemayam di gedung2 mewah yang dibayar pakai pajak dari rakyat.

Cepat atau lambat, negara ini akan runtuh jika terjadi normalisasi anomali dan absurditas politik2 busuk yang justru membuat proses PEMBUSUKKAN DARI DALAM smeakin masif seperti HIV/AIDS",0,1 bulan yang lalu
@RaelBidam-b8z,MACAN TAIK,0,1 bulan yang lalu
@dausfirdaus8199,"MUNGKIN YANG BOLEH DILABEL ""NASIONAL"" TU CUMAN PROYEK STRATEGIS BANG WALAU KECIL TAPI SIAPA YANG PUNYA, SEBERAPA BESAR DIA BISA SOGOK DAN SIAPA SAJA YANG BISA DISOGOK.....miriss....ini warisan untuk generasi berikut......😓😭",0,1 bulan yang lalu
@lioneljordanyap9826,"Raja deforestasi nya Prabowo Subianto, g mungkin dia mau mengundang asing masuk melihat hasil kehancuran yg dia buat",1,1 bulan yang lalu
@rustyfrett,Di seluruh dunia ini cuma ada dua pemerintahan yang blokir bantuan kemanusiaan. Netanyahu di IPalestine dan Prabowo di Sumatera. Kayaknya ada yang lagi disembunyiin nih sama pemerintah. Aneh banget.,0,1 bulan yang lalu
@indrapuraphonemarket410,"Terlalu byk duka mendalam yg sulit terucap. Buat keluargaKu di sumatera utara yg terdampak. KuatKan bathin mu, kita tidak sendiri, kita tetap berpegang tangan wlw tanpa keseriusan pemerintah. 


Dan buat semua org2 berjiwa hebat d seluruh prov sumut,. Jgn pernah berhenti mengumpulkan bantuan. 

Kita bisa bangkit,
Kita mampu bangkit, dan
Kita harus bangkit..",0,1 bulan yang lalu
@nananishimura,ngga akan mau dia wkwk,1,1 bulan yang lalu
@abdulabdul7817,"Nioah hasil dari isu kebencian yang mereka tabur tenggelamkan PDIP Golkar keluarga cendana aparat penegak hukum grindra Demokrad pan PKS merekalah yang menaburkan kebohan agar PDIP kalah pemilu,lantaran mereka takut bisnisnya akan di usut PDIP yang partai di benci kapitalis kapitalis dalam dan luar negri.Kininwarga 58 % apa tanggapanmu dengan pemimpin dan partai yang kalian pilih hancur Indonesia Sumatra bentar lagi Kalimantan lantaran hutanya juga hampir gundul di buat mereka mereka inilah.Mereka menabur kebencian pada PDIP agar bisnis mereka berjalan mulus yang beking aparat aparat .Tu Lapindo Aburizal Bakrie dari Golkar aman aman saja dia",0,1 bulan yang lalu
@vega6356,Pada nyadar ga sih? Kl ferry ini mirip profesor di film money heist/la casa del papel,0,1 bulan yang lalu
