author,text,likes,time,text_clean,sentiment
@Mencari1000Hikmah,"daftar 21 lokasi terdampak bencana di Sumatra Utara:

Tapanuli Tengah
Sibolga
Tapanuli Utara
Tapanuli Selatan
Mandailing Natal
Pakpak Bharat
Humbang Hasundutan
Nias
Padang Sidempuan
Langkat
Nias Selatan
Serdang Bedagai
Medan
Deli Serdang
Tanah Karo
Tebing Tinggi
Batubara
Binjai
Asahan
Pelabuhan Belawan
Pematangsiantar
Berdasarkan data tersebut, tercatat ada 1.090 korban terdampak bencana dengan rincian 176 orang meninggal, 32 orang luka berat, 722 orang luka ringan dan masih dalam pencarian sebanyak 160 orang. Selain itu ada 30.445 orang yang mengungsi.",0,2 bulan yang lalu (diedit),"daftar    lokasi terdampak bencana di sumatra utara 

tapanuli tengah
sibolga
tapanuli utara
tapanuli selatan
mandailing natal
pakpak bharat
humbang hasundutan
nias
padang sidempuan
langkat
nias selatan
serdang bedagai
medan
deli serdang
tanah karo
tebing tinggi
batubara
binjai
asahan
pelabuhan belawan
pematangsiantar
berdasarkan data tersebut  tercatat ada       korban terdampak bencana dengan rincian     orang meninggal     orang luka berat      orang luka ringan dan masih dalam pencarian sebanyak     orang  selain itu ada        orang yang mengungsi",Negative
@ayuaw9257,Mungkin komentarku gak akan dibaca. Dan jika aku ingin mengeluarkan isi pikiranku. Tentu dihujad seindonesia raya. Tpi satu hal.. Janganlah selalu menyalahkan pemerintah. Menyalahkan presiden mau yang dulu atau sekrang. Menjaga negara indonesia dengan puluhan suku dan ego suku masing2 ini sulit dan melelahkan. Krana kebaikan apapun akan salah. Apalagi jika suku2 ini kdang merasa lebih besar dari negara dan mengabaikan kemajuan negara. Ketik ada yang salah maka kambing hitam yang disorot hanya pemerintah. Padahal mengatur ego derah ini lebih sulit daripada mengatur satu negara kecil yang hanya satu keturunan. Semangat untuk para tetua penjaga negara ini. Walau gak diapresiasi. Tpi semoga kalian masih sanggup menjaga stabilitas negara agar gak di mangsa oleh predator negara besar.,1,2 bulan yang lalu,mungkin komentarku gak akan dibaca  dan jika aku ingin mengeluarkan isi pikiranku  tentu dihujad seindonesia raya  tpi satu hal   janganlah selalu menyalahkan pemerintah  menyalahkan presiden mau yang dulu atau sekrang  menjaga negara indonesia dengan puluhan suku dan ego suku masing  ini sulit dan melelahkan  krana kebaikan apapun akan salah  apalagi jika suku  ini kdang merasa lebih besar dari negara dan mengabaikan kemajuan negara  ketik ada yang salah maka kambing hitam yang disorot hanya pemerintah  padahal mengatur ego derah ini lebih sulit daripada mengatur satu negara kecil yang hanya satu keturunan  semangat untuk para tetua penjaga negara ini  walau gak diapresiasi  tpi semoga kalian masih sanggup menjaga stabilitas negara agar gak di mangsa oleh predator negara besar,Negative
@anonymousstout4759,Jangan takut deforestasi!,1,2 bulan yang lalu,jangan takut deforestasi,Neutral
@ElhamzeFootball,Indonesia negara sok suci Benci Israel tapi menyiksa rakyat sipil seperti Israel,0,2 bulan yang lalu,indonesia negara sok suci benci israel tapi menyiksa rakyat sipil seperti israel,Neutral
@ElhamzeFootball,Sebelum kalian nanam pohon sawit banyak banyak Indonesia sudah kaya tapi kalian semua malah korupsi,0,2 bulan yang lalu,sebelum kalian nanam pohon sawit banyak banyak indonesia sudah kaya tapi kalian semua malah korupsi,Neutral
@ElhamzeFootball,Kemungkinan 2030 Indonesia bener bener bubar jika tetap seperti ini,0,2 bulan yang lalu,kemungkinan      indonesia bener bener bubar jika tetap seperti ini,Neutral
@dingdongzone6448,Jadi kpn Indonesia berani jadi Nepal...?,0,2 bulan yang lalu,jadi kpn indonesia berani jadi nepal,Neutral
@riang-riazaan543,Bagus Sumatera join Malaysia kalau pemerintah Indonesia Sangat Lemah mentadbir Negara.,0,2 bulan yang lalu,bagus sumatera join malaysia kalau pemerintah indonesia sangat lemah mentadbir negara,Positive
@busanpadse,Saya tidak suka mobil listrik karena untuk membuat baterei merusak alam,0,2 bulan yang lalu,saya tidak suka mobil listrik karena untuk membuat baterei merusak alam,Negative
@busanpadse,"Pejuang kelestarian bumi itu salah satunya adalah orang yg mengurangi penggunaan minyak goreng sawit menjadi rebusan ... Sehingga alih fungsi hutan jadi kebun sawit akan berkurang drastis ... Kalau cuman dikerjakan seorang atau dua orang tidak akan ngefek ke penggundulan hutan ... Tetapi kalau dikerjakan semua rakyat ratusan juta orang ... Penggundulan hutan jadi lahan sawit akan berkurang drastis, otomatis hutan alam tetap lestari ... Ekspor juga harus dibatasi",0,2 bulan yang lalu (diedit),pejuang kelestarian bumi itu salah satunya adalah orang yg mengurangi penggunaan minyak goreng sawit menjadi rebusan     sehingga alih fungsi hutan jadi kebun sawit akan berkurang drastis     kalau cuman dikerjakan seorang atau dua orang tidak akan ngefek ke penggundulan hutan     tetapi kalau dikerjakan semua rakyat ratusan juta orang     penggundulan hutan jadi lahan sawit akan berkurang drastis  otomatis hutan alam tetap lestari     ekspor juga harus dibatasi,Negative
@The_King_KK,tololnya udah tau hasil longsor banji karna penebangan liar eh ini mentri bilang itu pohon tumbang alami karna lapuk kan tolol lebih tololnya lagi pada diem nggk di usut😂😂,0,2 bulan yang lalu,tololnya udah tau hasil longsor banji karna penebangan liar eh ini mentri bilang itu pohon tumbang alami karna lapuk kan tolol lebih tololnya lagi pada diem nggk di usut,Neutral
@ZamRais,bang lu kenapa ga jadi penasehat presiden aja si ?,0,2 bulan yang lalu,bang lu kenapa ga jadi penasehat presiden aja si,Neutral
@imamamahmud7241,Ini adà kaitannyà dengan mulyono g bang. Jujur,0,2 bulan yang lalu,ini ad  kaitanny  dengan mulyono g bang  jujur,Neutral
@ZamRais,"pemerintaah, pleaase sadar dong kalian itu udah jahat banget. kenapa sih harus korupsi ?? ga asik banget sih kaliann astagaaa.. bgst.",0,2 bulan yang lalu,pemerintaah  pleaase sadar dong kalian itu udah jahat banget  kenapa sih harus korupsi    ga asik banget sih kaliann astagaaa   bgst,Neutral
@Sugoicats,"Bang, aku kok takut kamu hilang ya bang. Hati2 terus ya bang. Teruslah berdoa. Semoga kamu selalu di lindungi dari org2 jahat",0,2 bulan yang lalu,bang  aku kok takut kamu hilang ya bang  hati  terus ya bang  teruslah berdoa  semoga kamu selalu di lindungi dari org  jahat,Neutral
@anisharyati8868,"Sangat setuju bgt ni bencana nasional..yg tdk d segera d akui,😢sombong bgt pemerintah.merasa mampu mengatasi bencana..pdhl gk mampu😢",0,2 bulan yang lalu,sangat setuju bgt ni bencana nasional  yg tdk d segera d akui  sombong bgt pemerintah merasa mampu mengatasi bencana  pdhl gk mampu,Positive
@sunartogaser994,"Mantap bang, gak ada iklan.👍👍",0,2 bulan yang lalu,mantap bang  gak ada iklan,Positive
@gadiespertiwie2634,"sedih banget karna keserakahan pemerinta, cepat pulih sumatra 😢",0,2 bulan yang lalu,sedih banget karna keserakahan pemerinta  cepat pulih sumatra,Neutral
@AcehSamuderaPasai,"BNPB Bangkeeeee.......... punya dana darurat bencana 500m 😡😡😡😡😡
😭😭😭😭😭😭😭
bantu sebarin,,,,, perbanyak konten, video, gambar,,,, apapun untuk viralkan ini kawan2.... ilmu, kemampuan dan kreatifitas kalian semua akan sangat membantu dan akan sangat bermanfaat. 
klo ga viral ga gerak dan ga tau kemana uang di BNPB bankee tu... sedangkan warga di terdampar bencana khususnya Aceh masih terisolir dan kelaparan.",0,2 bulan yang lalu,"bnpb bangkeeeee           punya dana darurat bencana    m      
       
bantu sebarin      perbanyak konten  video  gambar     apapun untuk viralkan ini kawan      ilmu  kemampuan dan kreatifitas kalian semua akan sangat membantu dan akan sangat bermanfaat  
klo ga viral ga gerak dan ga tau kemana uang di bnpb bankee tu    sedangkan warga di terdampar bencana khususnya aceh masih terisolir dan kelaparan",Positive
@Rizal_Rahman97,"Uni Eropa menolak CPO Indonesia karena mereka perduli hutan/lingkungan Indonesia, eh pemerintah Indonesia (Presiden/menteri) sok2an coba membodohi rakyat Indonesia dgn mengatakan negara barat tidak ingin Indonesia maju, jadi harus kita lawan!!!!😅😂

Yg paling songong sih Jokowi & Luhut😊",0,2 bulan yang lalu,"uni eropa menolak cpo indonesia karena mereka perduli hutan lingkungan indonesia  eh pemerintah indonesia  presiden menteri  sok an coba membodohi rakyat indonesia dgn mengatakan negara barat tidak ingin indonesia maju  jadi harus kita lawan      

yg paling songong sih jokowi   luhut",Negative
@diwanmalik2778,Pecat menteri kehutanan!! Menteri yg sangat jahat!!,0,2 bulan yang lalu,pecat menteri kehutanan   menteri yg sangat jahat,Neutral
@MORIZSTCHANNEL-j5n,Akibat kekuasaan yg dzolim!!! Rakus dan tak miliki jiwa kemanusiaan.,0,2 bulan yang lalu,akibat kekuasaan yg dzolim    rakus dan tak miliki jiwa kemanusiaan,Neutral
@oncombrindil4910,"Bener bang, ketika saat tinggal di kalimantan saya juga merasakan yang apa abang bilang,",0,2 bulan yang lalu,bener bang  ketika saat tinggal di kalimantan saya juga merasakan yang apa abang bilang,Neutral
@unggulsujati5626,"Bencana national? Wkwkkw, kayak lapindo dong...
Selama yang terkait adalah oligarki, ya masukin aja kesalahan mereka sebagai bencana national. Toh dana perbaikan pemulihan kan Masih bisa dicolongin lagi. Jadi sekali kayuh, 2 3 pulau terlampaui. 
Emang pemerintah kita ini adalah pemerintah terbaik sepanjang masa!😂😂
Kabinet gemoy nan omon2",0,2 bulan yang lalu,"bencana national  wkwkkw  kayak lapindo dong   
selama yang terkait adalah oligarki  ya masukin aja kesalahan mereka sebagai bencana national  toh dana perbaikan pemulihan kan masih bisa dicolongin lagi  jadi sekali kayuh      pulau terlampaui  
emang pemerintah kita ini adalah pemerintah terbaik sepanjang masa   
kabinet gemoy nan omon",Neutral
@RafasyaAzkaalhusain-dh6hf,Mana ada maling yg mengakui kesalahannya apalagi menghukum dirinya sendiri?,0,2 bulan yang lalu,mana ada maling yg mengakui kesalahannya apalagi menghukum dirinya sendiri,Neutral
@rohkmansoekotjo,"Ketika alam sudah memberikan pelajaran pada manusia, dan menegaskan hukum alam itu mutlak.",0,2 bulan yang lalu,ketika alam sudah memberikan pelajaran pada manusia  dan menegaskan hukum alam itu mutlak,Neutral
@testing5457-y1h,sumatra dah gak ada lagi hutan dah habis untuk kelapa sawit.perusahaan asing.menebang hutan seenaknya.kementrian yang terkait harus di usut. dan di hukum,0,2 bulan yang lalu,sumatra dah gak ada lagi hutan dah habis untuk kelapa sawit perusahaan asing menebang hutan seenaknya kementrian yang terkait harus di usut  dan di hukum,Neutral
@Dimas-mm2ol,Prabowo tangung jawab,0,2 bulan yang lalu,prabowo tangung jawab,Neutral
@iskal_,Bang disumbar banyak tambang ilegal dihutan dan disungai,0,2 bulan yang lalu,bang disumbar banyak tambang ilegal dihutan dan disungai,Neutral
@iskal_,Pelaku penyebab perusakan hutan harus ditangkap,0,2 bulan yang lalu,pelaku penyebab perusakan hutan harus ditangkap,Neutral
@andraerlanggapurnama2653,ya,0,2 bulan yang lalu,ya,Neutral
@fdtcfxx,"damn , ngumpulin duit aset tuker dengan waktu dan keringat dari muda buat keluarga dan anak ...hilang seketika gara2 keegoisan kaum elite ...

apalagi jika keluarga yg awalnya miskin dan mau bangkit dari kemiskinan trus kena bencana ..mimpi2 nya hancur seketika 

gak kebayang frustasi nya kaya gimana ;(",0,2 bulan yang lalu,"damn   ngumpulin duit aset tuker dengan waktu dan keringat dari muda buat keluarga dan anak    hilang seketika gara  keegoisan kaum elite    

apalagi jika keluarga yg awalnya miskin dan mau bangkit dari kemiskinan trus kena bencana   mimpi  nya hancur seketika 

gak kebayang frustasi nya kaya gimana",Negative
@wenditci9549,"Saatnya dipelajari lagi apa itu  PRRI dunsanak , cita cita pendahulu , freedom",0,2 bulan yang lalu,saatnya dipelajari lagi apa itu  prri dunsanak   cita cita pendahulu   freedom,Neutral
@dantedanz,"Ga sanggup saya liat videonya bang... goblogg bgt kita punya pemimpin, banyak nyawa yg melayang",0,2 bulan yang lalu,ga sanggup saya liat videonya bang    goblogg bgt kita punya pemimpin  banyak nyawa yg melayang,Neutral
@ResistenCannel,Kampung mama ku Sibolga nauli jd hancur skg akibat para pejabat rakus yg menjijikkan,0,2 bulan yang lalu,kampung mama ku sibolga nauli jd hancur skg akibat para pejabat rakus yg menjijikkan,Negative
@Jackman303,mulai cek rumah masing2 apa sekitarnya ada pembukaan hutan. waspada,0,2 bulan yang lalu,mulai cek rumah masing  apa sekitarnya ada pembukaan hutan  waspada,Neutral
@Harvana-v2j,Kok ga ada mobil mobil mewah yg kebawa banjir yaa,0,2 bulan yang lalu,kok ga ada mobil mobil mewah yg kebawa banjir yaa,Negative
@joerdi75,"PEMERINTAHAN MACAN SIRKUS..OK GAS OK GAS OK GAS,,,,,,,,,,",0,2 bulan yang lalu,pemerintahan macan sirkus  ok gas ok gas ok gas,Neutral
@septiyani3556,Semangat bang,0,2 bulan yang lalu,semangat bang,Positive
@Bunglol,"Alam Punya HAA (Hak Asasi Alam), ketika manusia berulah sesukanya alam punya caranya.",1,2 bulan yang lalu,alam punya haa  hak asasi alam   ketika manusia berulah sesukanya alam punya caranya,Neutral
@thexulthand9473,"Mana berani...
Disalah satu propinsi ada keluarga si mentor...
Ga mungkin dong satu propinsi doang yang ga ditetapkan jadi bencana nasional.",0,2 bulan yang lalu,"mana berani   
disalah satu propinsi ada keluarga si mentor   
ga mungkin dong satu propinsi doang yang ga ditetapkan jadi bencana nasional",Neutral
@mahmudrs9046,"Bagaimana mau menjadikan bencana Nasional, wong Presidennya saja hadir hampir seminggu baru hadir ke lokasi bencana. Minimal punya empatilah hadir langsung, jangan hanya perintah menteri untuk laporan dan menunggu. Sudahlah tak perlu berharap sbb Bencana Nasional bakal membuka bobroknya pemerintah dalam pembalakan liar hutan di sumatera.",0,2 bulan yang lalu,bagaimana mau menjadikan bencana nasional  wong presidennya saja hadir hampir seminggu baru hadir ke lokasi bencana  minimal punya empatilah hadir langsung  jangan hanya perintah menteri untuk laporan dan menunggu  sudahlah tak perlu berharap sbb bencana nasional bakal membuka bobroknya pemerintah dalam pembalakan liar hutan di sumatera,Neutral
@kitychanel7067,"Hati hati utara jakarta ya gaes warga jakarta khususnya di utara jakarta harus mawas diri , karena sudah banyak area yang air lautnya sudah  lebih tinggi dibanding daratan yang hanya di bentengi tembok yang kapan saja bisa rusak . jadi harus di waspadai , bila hal itu terjadi benteng jebol akan ada bencana yang lebih mengerikan , karena siapa yang bisa mengukur debit air laut yang bisa kapan saja masuk ke daratan...waspada ya gaess, khususnya saudara saudara yang ada di area balik tembok yang airnya sudah di atas atap rumah kalian",0,2 bulan yang lalu,hati hati utara jakarta ya gaes warga jakarta khususnya di utara jakarta harus mawas diri   karena sudah banyak area yang air lautnya sudah  lebih tinggi dibanding daratan yang hanya di bentengi tembok yang kapan saja bisa rusak   jadi harus di waspadai   bila hal itu terjadi benteng jebol akan ada bencana yang lebih mengerikan   karena siapa yang bisa mengukur debit air laut yang bisa kapan saja masuk ke daratan   waspada ya gaess  khususnya saudara saudara yang ada di area balik tembok yang airnya sudah di atas atap rumah kalian,Neutral
@Wiwokdetokx,"𝗥𝗨𝗦𝗔𝗞 𝗦𝗘𝗠𝗨𝗔 𝗔𝗦𝗣𝗘𝗞 𝗢𝗟𝗘𝗛 𝗠𝗔𝗡𝗧𝗔𝗡 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡 𝗟𝗨𝗟𝗨𝗦𝗔𝗡 𝗦𝗠𝗣 𝗞𝗢𝗥𝗨𝗣𝗧𝗢𝗥 𝗗𝗨𝗡𝗜𝗔  !!! 𝗪𝗛𝗢𝗢𝗦𝗛, 𝗜𝗞𝗡, 𝗕𝗔𝗡𝗗𝗔𝗥𝗔 𝗠𝗢𝗥𝗢𝗪𝗔𝗟𝗜, 𝗦𝗜 𝗬𝗔𝗤𝗨𝗧 𝗞𝗨𝗢𝗧𝗔 𝗛𝗔𝗝𝗜, 𝗕𝗨𝗗𝗜 𝗔𝗥𝗜𝗘 𝗣𝗥𝗢𝗝𝗢, 𝗖𝗛𝗥𝗢𝗠𝗘𝗕𝗢𝗢𝗞 𝗡𝗔𝗗𝗜𝗘𝗠, 𝗔𝗝𝗔 𝗕𝗟𝗠 𝗞𝗘𝗟𝗔𝗥 !! 𝗧𝗔𝗡𝗚𝗞𝗔𝗣 𝗣𝗘𝗡𝗝𝗔𝗥𝗔𝗞𝗔𝗡 𝗝𝗢𝗞𝗢𝗪𝗜 𝗦𝗘𝗖𝗘𝗣𝗔𝗧𝗡𝗬𝗔  !!",0,2 bulan yang lalu,,Neutral
@abdulkohar311,"Ketimpangan jelas terjadi ,iyo kato abang,,dk salah gi.sayo di @merangin @jambi masih tinggal di kampung yang belum ada listrik negara.",0,2 bulan yang lalu,ketimpangan jelas terjadi  iyo kato abang  dk salah gi sayo di   masih tinggal di kampung yang belum ada listrik negara,Negative
@agungono8073,Pemikiran para tokoh PRRI/Permesta make sense ....🤔,0,2 bulan yang lalu,pemikiran para tokoh prri permesta make sense,Neutral
@teamhoreofficial4697,Saat saya ketik komentar ini korban meninggal sudah mencapai 812  orang,0,2 bulan yang lalu,saat saya ketik komentar ini korban meninggal sudah mencapai      orang,Negative
@AlhamAlham-r7v,Sudah saatnya PULAU SUMATERA MERDEKA,0,2 bulan yang lalu,sudah saatnya pulau sumatera merdeka,Neutral
@John_Gilbert,"Masih aja berharap lewat internet tanpa gerakan. Gak pernah belajar dari kesalahan emang. Dah lah rasain aja, para pengecut, jago di internet doang. Sana doa sampe kiamat datang.",0,2 bulan yang lalu,masih aja berharap lewat internet tanpa gerakan  gak pernah belajar dari kesalahan emang  dah lah rasain aja  para pengecut  jago di internet doang  sana doa sampe kiamat datang,Positive
@DeVNntey,Menurut Abang itu bencana nasional bukan?,0,2 bulan yang lalu,menurut abang itu bencana nasional bukan,Negative
@byarinadems,"Ini sudah diperingatkan oleh Iwan Fals :
Raung buldozer gemuruh pohon tumbang
Berpadu dengan jerit isi rimba raya
Tawa kelakar badut-badut serakah
Tanpa HPH berbuat semaunya
Lestarikan alam hanya celoteh belaka
Lestarikan alam mengapa tidak dari dulu?
Oh, mengapa?

O-ho-o-o jelas kami kecewa
Menatap rimba yang dulu perkasa
Kini tinggal cerita
Pengantar lelap si buyung

Bencana erosi selalu datang menghantui
Tanah kering-kerontang banjir datang itu pasti
Isi rimba tak ada tempat berpijak lagi
Punah dengan sendirinya akibat rakus manusia

Lestarikan hutan hanya celoteh belaka
Lestarikan hutan mengapa tidak dari dulu saja?

O-ho-o-o jelas kami kecewa
Mendengar gergaji tak pernah berhenti
Demi kantong pribadi
Tak ingat rezeki generasi nanti

Bencana erosi selalu datang menghantui
Tanah kering-kerontang banjir datang itu pasti
Isi rimba tak ada tempat berpijak lagi
Punah dengan sendirinya akibat rakus manusia

Bencana erosi selalu datang menghantui
Tanah kering-kerontang banjir datang itu pasti
Isi rimba tak ada tempat berpijak lagi
Punah dengan sendirinya akibat rakus manusia

Bencana erosi selalu datang menghantui
Tanah kering-kerontang banjir datang itu pasti
Isi rimba tak ada tempat berpijak lagi
Punah dengan sendirinya akibat rakus manusia

Bencana erosi selalu datang menghantui
Tanah kering-kerontang banjir datang itu pasti
Isi rimba tak ada tempat berpijak lagi
Punah dengan sendirinya akibat rakus manusia",0,2 bulan yang lalu,"ini sudah diperingatkan oleh iwan fals  
raung buldozer gemuruh pohon tumbang
berpadu dengan jerit isi rimba raya
tawa kelakar badut badut serakah
tanpa hph berbuat semaunya
lestarikan alam hanya celoteh belaka
lestarikan alam mengapa tidak dari dulu 
oh  mengapa 

o ho o o jelas kami kecewa
menatap rimba yang dulu perkasa
kini tinggal cerita
pengantar lelap si buyung

bencana erosi selalu datang menghantui
tanah kering kerontang banjir datang itu pasti
isi rimba tak ada tempat berpijak lagi
punah dengan sendirinya akibat rakus manusia

lestarikan hutan hanya celoteh belaka
lestarikan hutan mengapa tidak dari dulu saja 

o ho o o jelas kami kecewa
mendengar gergaji tak pernah berhenti
demi kantong pribadi
tak ingat rezeki generasi nanti

bencana erosi selalu datang menghantui
tanah kering kerontang banjir datang itu pasti
isi rimba tak ada tempat berpijak lagi
punah dengan sendirinya akibat rakus manusia

bencana erosi selalu datang menghantui
tanah kering kerontang banjir datang itu pasti
isi rimba tak ada tempat berpijak lagi
punah dengan sendirinya akibat rakus manusia

bencana erosi selalu datang menghantui
tanah kering kerontang banjir datang itu pasti
isi rimba tak ada tempat berpijak lagi
punah dengan sendirinya akibat rakus manusia

bencana erosi selalu datang menghantui
tanah kering kerontang banjir datang itu pasti
isi rimba tak ada tempat berpijak lagi
punah dengan sendirinya akibat rakus manusia",Negative
@Uiii514,Akibat presiden yang menganggap gampang deforestasi....,0,2 bulan yang lalu,akibat presiden yang menganggap gampang deforestasi,Neutral
@UBAHNASIB88,"Terlalu bnyak pejabat yg terlibat dalam alih fungsi lahan yg mengakibatkan bencana ekologi ini

Apakah orang orang yg mengakibatkan bencana ini dapat dimintai pertanggung jawaban oleh masyarakat ???",0,2 bulan yang lalu,"terlalu bnyak pejabat yg terlibat dalam alih fungsi lahan yg mengakibatkan bencana ekologi ini

apakah orang orang yg mengakibatkan bencana ini dapat dimintai pertanggung jawaban oleh masyarakat",Neutral
@dianputra4016,Saran bang kualitas audio pas lu bicara susah gua dengerinya kadang low kadang nyentak.. berikan tambahan teks aj bng.. gua suka kpinteran lu,0,2 bulan yang lalu,saran bang kualitas audio pas lu bicara susah gua dengerinya kadang low kadang nyentak   berikan tambahan teks aj bng   gua suka kpinteran lu,Neutral
@tehowl98,Seandainya aku jadi eren pengen bgt nginjak2  rumah para penjahat negara😢,0,2 bulan yang lalu,seandainya aku jadi eren pengen bgt nginjak   rumah para penjahat negara,Neutral
@Sjsob,kalimantan pasang pantau,0,2 bulan yang lalu,kalimantan pasang pantau,Neutral
@zain6608,Pemimpin bodoh lahir di negara korup,0,2 bulan yang lalu,pemimpin bodoh lahir di negara korup,Neutral
@Mabaws-ju9wp,"Pemerintah, Partai, dan Negara itu selalu benar, waspadai selalu kaum separatis berserta narasi mereka yang ingin memecah belah persatuan nasional dan merusak keutuhan berbangsa dan bernegara.",0,2 bulan yang lalu,pemerintah  partai  dan negara itu selalu benar  waspadai selalu kaum separatis berserta narasi mereka yang ingin memecah belah persatuan nasional dan merusak keutuhan berbangsa dan bernegara,Positive
@LakoniKoni-z3o,"Apakah trrlihat bodoh apabila pemerintah menyatakan bencana di sumatera adalah Bencana Nasional ?
Apakah karena tidak ada dananya. Karena dananya di alokasikan untuk MBG. Sedangkan saat ini mereka lebih membutuhkan makanan. Sehingga menunggu banyak yg mati baru kalian peduli ?
Semua bencana menjadi parah karena kebijakan pemerintah yg lalu dan pemerintah yg sekarang diam saja melihat kerusakan alam. Setelah terjadi bencana baru kalian seolah2 peduli. 
Datang terlambat hanya untuk pencitraan. 
Pulau sumatera juga bagian dari Indonesia.",0,2 bulan yang lalu (diedit),"apakah trrlihat bodoh apabila pemerintah menyatakan bencana di sumatera adalah bencana nasional  
apakah karena tidak ada dananya  karena dananya di alokasikan untuk mbg  sedangkan saat ini mereka lebih membutuhkan makanan  sehingga menunggu banyak yg mati baru kalian peduli  
semua bencana menjadi parah karena kebijakan pemerintah yg lalu dan pemerintah yg sekarang diam saja melihat kerusakan alam  setelah terjadi bencana baru kalian seolah  peduli  
datang terlambat hanya untuk pencitraan  
pulau sumatera juga bagian dari indonesia",Negative
@Hotaru539,"gua eneg banget seakan akan kita tolol, dengan denger statement pemerintah yg seakan semua baik saja. negara ini ibarat sebuah rumah yg sedari dulu strukturnya sudah rapuh, dan pemiliknya selalu menampilkan tampilan luarnya saja, hanya menunggu waktu rumah ini akan runtuh jika strukturnya tidak diperbaiki, dan koruptor/mafia hama tikus yg memenuhi rumah tersebut.",0,2 bulan yang lalu,gua eneg banget seakan akan kita tolol  dengan denger statement pemerintah yg seakan semua baik saja  negara ini ibarat sebuah rumah yg sedari dulu strukturnya sudah rapuh  dan pemiliknya selalu menampilkan tampilan luarnya saja  hanya menunggu waktu rumah ini akan runtuh jika strukturnya tidak diperbaiki  dan koruptor mafia hama tikus yg memenuhi rumah tersebut,Negative
@PaserFurry,daerah saya yang namananya BatuKajang kalimantan timur sepertinya bisa jadi OTW seperti di pulau sumatera ... gila gilaan tambangnya,0,2 bulan yang lalu,daerah saya yang namananya batukajang kalimantan timur sepertinya bisa jadi otw seperti di pulau sumatera     gila gilaan tambangnya,Negative
@fikrimuhammad7503,"Melihat kasus Sumatra gini jadi takut sebagai orang yg tinggal di pulau Kalimantan karena disini pun juga banyak penebangan Ama tambang terus sawit dimana mana, berharap dari bencana ini ada pelajaran yg bisa di ambil agar gak sembarangan kalau sudah ngebahas alam 😢",0,2 bulan yang lalu,melihat kasus sumatra gini jadi takut sebagai orang yg tinggal di pulau kalimantan karena disini pun juga banyak penebangan ama tambang terus sawit dimana mana  berharap dari bencana ini ada pelajaran yg bisa di ambil agar gak sembarangan kalau sudah ngebahas alam,Neutral
@ApidCidahu,"Kacau ni, para pejabat indonesia kenapa tidak memikirkan rakyatnya malah merusak hutan, astagfirullohal adzim",0,2 bulan yang lalu,kacau ni  para pejabat indonesia kenapa tidak memikirkan rakyatnya malah merusak hutan  astagfirullohal adzim,Negative
@alexbm1923,"BENAR KATA KDM GUBERNUR JAWA BARAT..MENDINGAN KITA TINDAK TEGAS DAN TUTUP PEMBALAKAN LIAR,TAMBANG ILEGAL ,PENEBANGAN HUTAN , KALAU BISA JGN BERI IZIN, YANG MANA APABILA SUDAH TERJADI BENCANA BIAYA UNTUK BENCANA SANGATLAH SANGAT BESAR DAN SANGAT MERUGIKAN RAKYAT DAN NEGARA..SEDANGKAN MEREKA YG MELAKUKAN PELANGGARAN LENGGANG ENAK HANYA UNTUK PRIBADINYA...",0,2 bulan yang lalu,benar kata kdm gubernur jawa barat  mendingan kita tindak tegas dan tutup pembalakan liar tambang ilegal  penebangan hutan   kalau bisa jgn beri izin  yang mana apabila sudah terjadi bencana biaya untuk bencana sangatlah sangat besar dan sangat merugikan rakyat dan negara  sedangkan mereka yg melakukan pelanggaran lenggang enak hanya untuk pribadinya,Positive
@UbU-l4d,"Bangsat mereka yg merusak alam
Layak di hukum matiiiiiiiiiiii",0,2 bulan yang lalu,"bangsat mereka yg merusak alam
layak di hukum matiiiiiiiiiiii",Neutral
@berliantanggung,#bencananasional,0,2 bulan yang lalu,,Neutral
@rikinurzaman9569,"Pastikan dulu statusnya sebagai Bencana Nasional jangan sampai diserobot asing dengan ""mungkin"" ada sisipan maksud tertentu malah jadi bencana internasional.
Masalah teknis pelaksanaan masyarakat bisa memahami kalau ada keterlambatan karena kalau melihat kondisinya yang parah.",0,2 bulan yang lalu,"pastikan dulu statusnya sebagai bencana nasional jangan sampai diserobot asing dengan  mungkin  ada sisipan maksud tertentu malah jadi bencana internasional 
masalah teknis pelaksanaan masyarakat bisa memahami kalau ada keterlambatan karena kalau melihat kondisinya yang parah",Negative
@RiamCute,"Dari sini saya berkesimpulan bahwa Keberanian Pak Prwbowo tidak sebesar yg dia tampilkan di layar....tangannya  mungkin masih terbelenggu Parpol, senior,pengussha, atau mungkin negara asing??. Wallahua alam.",2,2 bulan yang lalu,dari sini saya berkesimpulan bahwa keberanian pak prwbowo tidak sebesar yg dia tampilkan di layar    tangannya  mungkin masih terbelenggu parpol  senior pengussha  atau mungkin negara asing    wallahua alam,Negative
@sandimu1710,Pertanyaannya masihkah kita indonesia? Apakah mereka sengaja menanam bibit sparatis di seluruh penjuru negeri? Yang tadinya kesal menjadi muak tahap selanjutnya menjadi murka,0,2 bulan yang lalu,pertanyaannya masihkah kita indonesia  apakah mereka sengaja menanam bibit sparatis di seluruh penjuru negeri  yang tadinya kesal menjadi muak tahap selanjutnya menjadi murka,Neutral
